latitude,longitude,year,Cow incidents,Crop circle found,Alien sighted,Abduction event,Rank
37.59780288637157,-2.4527724268094557,1591,No,No,Yes,Yes,2
42.45146055717676,-7.009904677931782,1595,Yes,No,Yes,No,2
43.01869917340454,-8.021037490382781,1599,Yes,No,No,No,1
42.062176755072755,-5.571189925035361,1600,Yes,No,No,No,1
41.664197758686164,-0.7061227431004371,1605,Yes,Yes,No,No,2
41.98239565648133,-1.7187741916445796,1610,No,Yes,No,Yes,2
37.28465450790943,-3.5080807182834173,1611,No,No,Yes,Yes,2
37.1285580357395,-3.2388474334131403,1612,No,No,Yes,Yes,2
41.94511735901124,-0.9604905777259112,1613,No,Yes,No,No,1
38.270333418830276,-1.6163934223079255,1614,No,No,Yes,Yes,2
38.15752000656901,-4.796532023159731,1621,No,No,Yes,No,1
41.941884009583845,-3.4314345288833596,1622,Yes,Yes,No,No,2
42.20625858183675,-5.987955381737582,1626,Yes,No,No,No,1
38.00672163282989,-5.20343724405029,1627,No,No,No,No,0
42.43133579904134,-4.461931379619134,1627,Yes,No,No,No,1
41.35824224302741,-0.4653033274687507,1627,No,Yes,No,No,1
42.63402514055117,-5.457611323615857,1628,Yes,No,No,No,1
38.23455843309789,-2.762068936941665,1628,No,No,Yes,Yes,2
41.03605971234782,-1.7715736568110654,1629,No,No,No,No,0
37.940449514266284,-4.613027467653124,1629,No,No,Yes,No,1
41.38474401375099,-0.5924643130990557,1630,Yes,Yes,No,No,2
37.11562036805162,-3.476462873344417,1631,No,No,Yes,Yes,2
42.89471958339375,-3.833693824781168,1633,Yes,No,No,No,1
42.08036183486996,-1.3526032998133557,1633,Yes,Yes,No,Yes,3
42.193623060417764,-1.1547961161940594,1634,Yes,Yes,No,No,2
38.39470581274338,-2.014188516458289,1634,No,No,Yes,Yes,2
42.540004132748976,-4.295806288929571,1636,Yes,No,No,No,1
42.02281525016012,-0.49135482874871994,1636,Yes,Yes,No,No,2
38.03329196391285,-4.374663754877915,1639,No,No,Yes,No,1
42.044809412256996,-5.958377992346334,1644,Yes,No,No,No,1
38.20387302051863,-5.324657421304591,1645,No,No,Yes,No,1
38.33716784178434,-2.223036343039762,1645,No,Yes,Yes,Yes,3
38.15270586079854,-5.9435339998232175,1646,No,No,Yes,No,1
38.749321264275835,-2.3126351838545287,1648,No,No,Yes,Yes,2
42.622088598501826,-3.3573605548065837,1648,Yes,No,Yes,No,2
38.42106827565712,-2.012642399779791,1648,No,No,Yes,Yes,2
41.76461294986415,-1.0548814931396198,1649,Yes,Yes,No,No,2
42.089532289391954,-1.5188669289476562,1650,No,Yes,No,No,1
42.146480933918376,-4.941254427048912,1651,Yes,No,No,No,1
38.593740878165555,-1.6563951973375541,1653,No,No,Yes,Yes,2
41.324862197183315,-1.331384800913893,1654,No,Yes,No,No,1
37.79898073311749,-5.744494422187518,1655,No,No,Yes,No,1
37.76730784343706,-2.7942012568631642,1659,No,No,Yes,Yes,2
37.70234318863386,-3.8137972165767327,1659,No,No,No,No,0
38.00276305461505,-2.8940036254715027,1662,No,No,Yes,No,1
38.167804824628405,-1.445744783710155,1663,No,No,Yes,Yes,2
42.187320610323326,-4.637154587075573,1664,Yes,No,No,No,1
38.50527960805208,-1.0462774813428382,1668,No,No,Yes,Yes,2
38.44279064289986,-4.828261941845085,1670,No,No,Yes,No,1
37.384274650385315,-2.8935509867768423,1676,No,No,Yes,Yes,2
41.6364764355912,-1.4017688942639703,1678,Yes,Yes,No,No,2
37.78016886003226,-2.8773692394269643,1679,No,No,Yes,Yes,2
41.58545052764877,-0.9005081603016453,1681,Yes,Yes,No,No,2
41.472142355325424,-1.4335144445575032,1682,Yes,Yes,No,No,2
42.51462728074904,-7.885452527134571,1683,No,No,No,No,0
38.05769123014172,-5.787222907423309,1693,No,No,Yes,No,1
37.95204690724696,-5.327295599959905,1702,No,No,Yes,No,1
41.582923013151515,-0.8811076220062096,1702,Yes,Yes,No,No,2
39.21520730615753,-1.5210793327684005,1704,No,No,Yes,Yes,2
38.50147479725344,-4.688726789225041,1706,No,No,Yes,No,1
37.841952961930645,-1.949242121769974,1710,No,No,Yes,No,1
38.326235826870374,-6.073651580628174,1711,No,No,No,No,0
38.084437084721834,-2.3252267580732284,1711,No,No,No,Yes,1
41.8949142862336,-1.056989687568474,1712,No,Yes,Yes,No,2
42.471080141366905,-8.761029489663285,1712,Yes,No,No,No,1
42.636735526556066,-6.444498564711966,1714,Yes,No,Yes,No,2
37.523887277044636,-2.720340464924743,1715,No,No,Yes,Yes,2
38.47097993345831,-2.5056676018279807,1715,No,No,No,Yes,1
38.2732140241478,-5.271394544918325,1715,No,No,No,No,0
42.33654696099486,-5.3905767835903085,1716,Yes,No,No,No,1
42.23303618639708,-4.290266731795188,1717,Yes,No,No,No,1
37.914769000013344,-4.679184399620444,1719,No,No,Yes,No,1
38.2318618734035,-6.042719427744673,1724,No,No,Yes,No,1
43.224859819138366,-4.22012621117695,1726,Yes,No,No,No,1
37.718432751590285,-5.374865170558861,1729,No,No,Yes,No,1
38.19804664077371,-4.511968388663634,1729,No,No,Yes,No,1
37.90061689182098,-5.152327878101608,1729,Yes,No,Yes,No,2
38.33777532179938,-2.0621873415912226,1731,No,No,Yes,Yes,2
42.74381531950245,-5.443367544103215,1731,Yes,No,No,No,1
37.696240441081855,-5.599919616109036,1731,No,No,Yes,No,1
37.77125288017333,-4.707184431720859,1736,No,No,Yes,No,1
37.95638819770021,-3.720741312876947,1736,No,No,Yes,No,1
38.01592728837251,-3.492959525963092,1737,No,No,Yes,Yes,2
38.599186666464,-5.125055998250884,1737,No,No,Yes,No,1
41.987447357407426,-0.8835833394096919,1739,Yes,Yes,No,No,2
37.84964279911339,-3.10252357519097,1740,No,No,Yes,Yes,2
37.711049971605405,-5.056784628696891,1741,Yes,No,Yes,No,2
42.671506942284175,-4.99998619519448,1741,Yes,No,Yes,No,2
42.76640806788816,-5.923835388335354,1742,Yes,No,No,No,1
37.40772862933311,-3.196136071725576,1743,No,No,Yes,Yes,2
42.10028753818745,-1.0881719375317054,1745,No,Yes,No,No,1
37.92036558498667,-4.503601476052983,1745,No,No,Yes,No,1
38.77130029419694,-1.8431093862416237,1745,No,No,Yes,Yes,2
42.03414171489247,-1.3931356568240738,1748,Yes,No,No,No,1
37.76446780201385,-5.2191912050096985,1750,No,No,Yes,No,1
38.020209459626436,-2.9691166958597806,1756,No,No,Yes,Yes,2
37.72180990194227,-4.899844367852649,1756,No,No,No,No,0
41.75888759848015,-3.3403758389564153,1757,Yes,No,No,Yes,2
42.767627318910705,-7.096522784486732,1757,Yes,No,No,No,1
37.72459144733375,-5.001380917644516,1758,No,No,Yes,No,1
38.04336371416763,-4.592511959009281,1760,No,No,Yes,No,1
38.44494069825421,-4.641336628691938,1767,No,No,Yes,No,1
41.62550444915289,-1.3724008184645557,1767,Yes,Yes,No,Yes,3
42.311477749940934,-4.2376564121245845,1771,Yes,No,No,No,1
43.0010588021266,-6.553851520349356,1772,Yes,No,No,No,1
41.410942408768484,-1.2278403534931106,1773,Yes,Yes,No,No,2
37.75434918891796,-2.0572042150700116,1775,No,Yes,Yes,No,2
42.334258527169155,-0.6743134825043492,1775,No,Yes,No,No,1
37.26964413210317,-2.254656019454629,1781,No,No,Yes,Yes,2
37.65856083899437,-2.56955411855841,1781,No,No,Yes,No,1
37.86206938327862,-6.034269776911303,1782,No,Yes,Yes,No,2
42.09658953571029,-1.0526951124537727,1783,No,Yes,No,No,1
42.21254655263939,-6.496170376257829,1786,Yes,No,No,No,1
42.63695589103761,-6.602492443610213,1787,Yes,No,No,No,1
41.75052048329294,-1.1386008036468922,1791,No,Yes,No,No,1
38.13404458662728,-6.550661626400758,1791,No,No,Yes,No,1
37.053939600733415,-3.3262018856680937,1793,No,No,Yes,Yes,2
37.89494043081841,-5.942859001830689,1793,No,No,Yes,No,1
42.679072017797544,-4.459959592685686,1795,Yes,No,No,No,1
38.01138314867794,-4.328869589765908,1800,No,No,No,No,0
41.51159327001502,-0.9361560046877448,1803,No,Yes,No,No,1
41.93720781144176,-1.5915088782924829,1804,Yes,Yes,No,No,2
41.98425182286053,-1.1694489558122871,1806,Yes,Yes,No,No,2
42.42531205155463,-5.479166619588406,1809,Yes,No,No,No,1
38.02427734062983,-2.1179649004240613,1810,No,No,Yes,Yes,2
37.99829112730182,-5.6387726254327175,1816,No,No,Yes,No,1
38.57711073310578,-2.068018079726688,1816,No,No,Yes,No,1
38.209277213254744,-3.158906308688441,1817,No,No,No,No,0
37.781104451978095,-5.188105298397364,1820,No,No,Yes,No,1
42.535647250789054,-8.443281327942334,1822,Yes,No,No,No,1
41.879760866792616,-1.1707784469024378,1823,No,Yes,No,No,1
37.8148103890665,-3.0095604978534896,1825,No,No,Yes,Yes,2
42.362544309947346,-1.015679633507609,1825,Yes,Yes,No,No,2
42.829137433597566,-7.457845901955879,1829,Yes,No,No,No,1
41.30997548947964,-0.830779791053331,1837,Yes,Yes,No,No,2
37.22712219549678,-2.531903356029228,1839,No,No,Yes,Yes,2
37.95659869854967,-2.8748095501376665,1842,No,No,Yes,Yes,2
41.334566490865036,-1.4097191141782788,1842,Yes,Yes,No,No,2
42.26156308022459,-0.7531192721258009,1843,Yes,Yes,No,No,2
41.64209103787723,-1.1997438854906473,1846,No,Yes,No,No,1
37.70284554043553,-5.21779082010866,1846,No,No,Yes,No,1
41.752376237921965,-0.7349721575305307,1846,No,Yes,No,No,1
37.99759049323358,-4.3807944192615285,1846,No,No,Yes,No,1
41.677341422069176,-0.7346096661181356,1848,No,Yes,No,No,1
42.68710138207667,-6.500196384130806,1848,Yes,No,No,No,1
38.042252963006675,-4.70031332472988,1851,No,No,Yes,No,1
41.62333217648207,-1.4063930283047883,1852,No,Yes,No,No,1
38.12938415173871,-2.98422614230956,1853,No,Yes,Yes,Yes,3
37.82241640870827,-4.977022764393126,1854,No,No,No,No,0
38.13190437629948,-6.155330195432327,1854,No,No,Yes,No,1
41.256284894526665,-0.8926661010067063,1855,Yes,Yes,No,No,2
38.46647462474502,-2.2651428340717157,1859,No,No,Yes,Yes,2
42.11206463403021,-0.992655568382473,1862,Yes,Yes,No,No,2
41.374721205532005,-0.7821856710720146,1863,Yes,Yes,No,No,2
42.52773640642412,-6.172574370766836,1864,No,No,No,No,0
37.701616342336294,-5.035968169157249,1868,No,No,Yes,No,1
37.914402624730315,-4.755730407878438,1869,Yes,No,Yes,No,2
37.84131649919785,-4.716861117520818,1873,No,No,Yes,No,1
38.29779349616482,-1.917936126170746,1875,No,No,No,Yes,1
38.10094370105137,-4.7353371971263565,1876,No,No,Yes,No,1
37.772398974605935,-4.694537662189399,1876,No,No,Yes,No,1
38.90280179264982,-1.2339919626947782,1877,No,No,Yes,Yes,2
42.87156801070964,-5.027054607635144,1879,Yes,No,No,No,1
42.9299539789938,-4.476112312143837,1879,Yes,No,No,No,1
39.7795250821634,-0.9061320507817925,1881,No,No,Yes,Yes,2
42.393849505136124,-2.9243898522503167,1885,Yes,No,No,No,1
37.66096630866354,-6.544446766997607,1888,No,No,Yes,No,1
43.20562013481378,-5.380504002188364,1890,Yes,No,No,No,1
37.624884976849785,-4.2974854569971,1894,No,Yes,Yes,No,2
38.69364651242708,-1.7748544970096005,1894,No,No,Yes,Yes,2
43.04744865948561,-7.641879139426507,1894,Yes,No,No,Yes,2
41.24610897444045,-0.8741027791015994,1895,No,No,No,No,0
42.47558131396063,-5.267950003809107,1897,Yes,No,No,No,1
39.29246750392007,-1.5425071799242838,1898,No,No,Yes,Yes,2
42.51516963310098,-4.135433578295108,1900,Yes,No,No,No,1
42.322838293646875,-5.4596895929018565,1901,Yes,No,No,No,1
38.13259721959043,-5.495171384290627,1904,No,No,Yes,No,1
41.84411416128781,-1.0200388795949105,1905,No,Yes,No,No,1
37.858398492996734,-4.399792597632861,1906,No,No,Yes,Yes,2
41.22273065242356,-0.5891406866922865,1906,Yes,Yes,No,Yes,3
41.40601347348747,-0.8851512969510719,1907,No,Yes,No,No,1
37.494494716365956,-2.776743309300711,1909,No,No,Yes,No,1
42.48220686692536,-5.589384600026233,1915,Yes,No,No,No,1
41.64818003536818,-1.0839838874491203,1916,No,Yes,No,Yes,2
39.36818371312353,-1.4604314641050542,1917,No,No,Yes,Yes,2
38.12636506139312,-5.3995997483493445,1917,No,No,No,No,0
38.516670105476294,-2.1866052455415335,1920,No,No,Yes,Yes,2
37.788368047432044,-4.772781279765929,1921,No,No,Yes,No,1
42.23381611100798,-7.5363009278251045,1923,Yes,No,No,No,1
42.60309133745378,-5.055960769641051,1924,Yes,No,No,No,1
38.40769835933208,-2.061172304590712,1925,No,No,Yes,No,1
41.69388216099207,-0.9182330257694145,1928,No,No,Yes,Yes,2
38.210575179810725,-2.6988752806036462,1930,No,No,Yes,Yes,2
37.49622449593634,-2.581812676885937,1931,No,No,Yes,No,1
41.970461242572405,-1.3657535797282296,1931,No,No,No,No,0
42.50285403495304,-6.057649239396222,1932,Yes,No,No,No,1
41.91225515724494,-4.694365812895992,1932,Yes,No,No,No,1
42.13247586937902,-1.4315323364455563,1932,Yes,Yes,No,No,2
38.48735405507657,-1.7441789751601773,1935,No,No,Yes,Yes,2
37.99516028545941,-2.392218341288648,1937,No,No,Yes,No,1
41.803649616390636,-0.7646949471496974,1941,No,Yes,No,No,1
37.230810735493925,-2.938138647334635,1942,No,No,Yes,Yes,2
42.47645027701647,-5.531276793087189,1943,Yes,No,No,No,1
38.04735705262371,-4.153466020064034,1943,No,No,Yes,No,1
38.787420976848566,-1.85937442296196,1945,No,No,Yes,No,1
38.0014333657289,-4.711536946381797,1946,No,No,Yes,No,1
42.12444401978223,-5.901780366770484,1946,No,No,No,No,0
37.54329788529244,-2.26741721910068,1948,Yes,No,Yes,Yes,3
42.37948796454039,-3.585268995904622,1953,Yes,No,No,No,1
36.95113742411475,-3.718351067300839,1954,No,No,Yes,Yes,2
38.06360182663702,-2.45423909863087,1956,No,No,Yes,Yes,2
38.44634393893504,-4.240311759819638,1957,No,No,Yes,No,1
37.7565477238754,-4.015615355318687,1958,No,No,Yes,No,1
38.17208469137445,-2.1751820223291505,1962,No,No,Yes,No,1
37.49818611189937,-3.095447823192354,1965,No,No,Yes,No,1
41.99015862247426,-1.0456161225789935,1969,Yes,Yes,No,No,2
42.31550810609466,-6.017178537334555,1969,Yes,No,No,No,1
41.394076331737594,-0.464662299840626,1969,No,Yes,No,Yes,2
38.10706396535474,-4.992904628739394,1971,No,No,Yes,Yes,2
42.23634362936589,-1.10940604344592,1974,No,Yes,No,No,1
42.342463487568885,-5.161816150084317,1978,Yes,No,No,No,1
42.63935837386008,-2.4044475718574234,1981,Yes,No,No,No,1
37.844380116816964,-2.479345704888089,1982,No,No,Yes,No,1
41.0404970103798,-1.415048001968995,1982,Yes,Yes,No,No,2
41.970019811532296,-0.644376038135052,1983,Yes,Yes,No,No,2
41.50445373902608,-1.7232377202211027,1983,Yes,Yes,No,No,2
42.45053117177057,-6.241832091847358,1984,Yes,No,No,No,1
38.37969429513491,-5.664013831914995,1989,No,No,No,No,0
41.42464810809611,-1.1403952811481646,1993,No,Yes,No,No,1
37.93813552044035,-5.980876898818485,1994,No,No,Yes,No,1
37.91425010622242,-3.7496248948582416,1994,No,No,Yes,No,1
41.77159948073519,-1.0245522899149988,1994,Yes,Yes,No,No,2
41.170203293524786,-1.1066900816312266,1997,Yes,Yes,No,No,2
41.225543246200026,-0.07496804373268773,1999,Yes,Yes,No,No,2
42.82250638273014,-5.259163932033109,2006,Yes,No,No,No,1
38.11057218983158,-6.44664620254264,2008,No,Yes,Yes,No,2
43.317542020622845,-5.4300431658865564,2009,Yes,No,No,No,1
42.7325158177369,-4.2585328779755685,2012,Yes,No,No,Yes,2
42.45815392806788,-5.593003055986909,2012,No,No,No,No,0
41.880517602150945,-1.2453257296223414,2014,Yes,Yes,No,No,2
41.627702942130625,-0.9523277294048471,2017,Yes,Yes,No,No,2
37.99548463222675,-4.266330818721301,2017,No,No,Yes,No,1
38.97709007205713,-1.9147134208775092,2019,No,No,Yes,No,1
42.61096068460638,-5.653374229247414,2022,No,No,No,No,0
42.52102567082696,-5.539545782781053,2023,Yes,No,No,No,1
37.8490874566996,-3.420803948177443,2023,No,No,Yes,Yes,2
